99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,98,97,97,97,97,97,97,97,97,1
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
99,99,99,99,99,99,99,99,99,99,0
